Annotation	log2FoldChange	pvalue
miR-28-3p	-1.0137166347882811	0.0010232122063806
miR-497	-2.7178848661167145	3.8165656025389816e-15
miR-497	-0.8247713841471556	0.0228672121146616
miR-21	3.667691689257341	3.1070384540207165e-12
miR-21	3.599593230518922	2.4322832789864325e-10
miR-301a	2.628333836222792	2.2718829923597105e-07
miR-130b-3p	0.6809197847690015	0.0320369793754997
miR-140-5p	1.211142773774266	0.0121901950636282
miR-142-5p	2.7200764284568697	9.2880450729609e-05
miR-142-5p	2.6277162337074085	1.31022528136644e-05
miR-142-5p	2.644600426730904	4.170674540795353e-07
miR-142-5p	4.034402245749318	2.280352680359566e-09
miR-126*	-1.7024780334921048	0.0012816691274646
miR-126*	-1.823015942356245	0.0001597665921293
miR-126*	-2.608351963900848	2.148563307570941e-07
miR-25	0.9425217823372544	0.0243692559791905
miR-25	0.8077798479444945	0.0155171077958342
miR-25	2.054406532094024	0.00257599913994
miR-199a-1-5p	-1.3100296607241075	0.0011042622197654
miR-199a-2-5p	-1.3100296607241075	0.0011042622197654
miR-199a-1-5p	-1.350619903993573	0.0003627311224977
miR-199a-2-5p	-1.350619903993573	0.0003627311224977
miR-199a-1-5p	-0.8050353427146429	0.0222555385249536
miR-199a-2-5p	-0.8050353427146429	0.0222555385249536
miR-142-5p	1.231170456432857	0.0131217733549264
miR-142-5p	1.1965686129180535	0.0185224515423996
miR-126	-0.9947378984048392	0.0012027077418158
miR-126	-1.4475844654652188	1.507134291520336e-05
miR-126	-0.9903971254756314	0.0025957298061298
miR-29a	-0.6671981863193314	0.0054000174921734
miR-21	3.3844225788192217	3.8458759447084005e-10
miR-21	4.165385085548983	6.939128696197283e-09
miR-22	-3.3950886072329443	1.1428498661910958e-05
let-7i*	-1.312687643440479	0.000303341361677
miR-378	-3.4592210882628738	4.472083944062728e-14
miR-21	2.4508499021454706	0.0001630630169868
miR-21	3.4576958561343005	7.689159791835578e-06
miR-30e*	-1.0827184493651396	0.0024092016937598
miR-30e*	-0.93663736401944	0.0048365569884397
miR-30a*	-1.106236425548932	0.0281838613059592
miR-30a*	-1.118965991799489	0.026201800389127
miR-30a*	-1.2273285008555426	0.0121772860627881
miR-146a	-1.2067205445064926	0.0152741686772188
miR-143	-1.4334321724244168	1.3280339084988391e-05
miR-143	-1.7601220703513925	1.205364580696803e-06
let-7b	-2.0980159482496843	4.249425598131876e-06
let-7b	-2.10478733954106	9.214060990811682e-06
miR-103-1	0.7636541330439212	0.0166073573656655
miR-103-2	0.7636541330439212	0.0166073573656655
miR-331	-0.9888102055757514	0.011705463347577
miR-331	-1.1969275482412831	0.0029039718271991
miR-21	3.377356372278621	4.741889555269556e-15
miR-21	3.3307295361388967	1.5975171271941664e-12
miR-24-1	-0.962644460159311	0.0063091425757186
miR-24-2	-0.962644460159311	0.0063091425757186
miR-143*	-3.329866968119964	1.1954615284514027e-14
miR-143*	-4.294893397969708	2.560683301880507e-23
miR-143*	-4.790525579784457	1.561561952321325e-20
miR-143*	-3.538252865364675	2.4404505094250113e-16
miR-126	-0.8702951533377008	0.0284227485608522
miR-21	3.8262294630398808	6.244856358814189e-12
miR-142-3p	1.4124996004986516	0.0070578424528723
miR-142-3p	2.2515839572192093	8.396075935208859e-05
miR-142-3p	3.217815712221723	2.682430829313561e-07
miR-142-3p	2.432190508308843	0.0028978763412209
miR-145	-2.237222933481279	3.4738790810092084e-08
miR-145	-1.3795495465838146	6.32816478490055e-05
miR-145	-3.0763481373143065	2.7474483563641768e-15
miR-145	-4.318822823688746	1.4635319588973085e-21
miR-145	-3.546857862151311	6.623219695957756e-19
miR-145	-4.373372686559448	1.1746853090155397e-23
miR-145	-3.2274918238800336	1.5153463092374956e-16
miR-145	-2.1341273864309853	1.7068334002062441e-07
miR-203	2.1614117704243725	0.0002276549523139
miR-203	3.485074492408511	9.99218082197606e-10
miR-19b-1	-1.3800096931509418	0.0074647430685112
miR-19b-2	-1.3800096931509418	0.0074647430685112
miR-33a	1.5945246376484783	8.507341469458286e-05
miR-33a	1.72877205547067	2.5262952935721777e-05
miR-106b	2.282697453747506	9.18960195530561e-09
miR-106b	2.5776903613791458	2.34882826181561e-10
miR-106b	1.6282852275651212	0.0003657426576258
miR-106b	2.640622613436588	2.977636854181465e-06
miR-106b	2.230020934030576	1.0516510229955702e-05
miR-20a	2.4080817348621384	5.2004528799586176e-05
miR-20a	2.0101053134930127	0.0001236987729059
miR-20a	1.940464757425148	0.0016193318749518
miR-20a	3.063558693943568	3.8632665793611546e-05
miR-20a	2.634052742569164	0.0002002953955819
miR-141	1.0093572433554656	0.0247428899962418
miR-141	1.7683359871204298	2.8500810389214344e-05
miR-141	1.1158380803825036	0.0140453881093793
miR-141	2.285233977872136	1.2549298508980302e-08
miR-141	2.835872530656913	4.641576364277679e-08
miR-141	2.9677091456096885	8.777124863507363e-10
miR-141	1.398873901469126	0.0037758516764961
miR-141	1.4574765306624011	0.0108999730967871
miR-200a	1.4574765306624011	0.0108999730967871
miR-200a	1.6725356940730145	0.0023136844742891
miR-200a	1.8491130335267112	0.0001692515444818
miR-200a	2.666431022703632	2.253467723297655e-09
miR-200a	2.5910711115002587	3.59736987127714e-06
miR-21	4.057981510804365	1.2315930562673378e-10
miR-21	3.341641658073621	3.7097372317476084e-07
miR-18a	3.016967632197732	7.642521703193037e-06
miR-18a	2.8916932788416068	1.6682576974643254e-05
miR-18a	3.566575893921023	2.5465237228485426e-07
miR-200c	2.328847123124202	3.488820465832249e-05
miR-200c	1.9999315576948424	5.2039152943740674e-05
miR-200c	2.06776929508023	5.383012845961285e-07
miR-200c	2.4436253226713376	1.0677721478716435e-10
miR-200c	3.312604603421184	6.996072567824996e-12
miR-200c	3.5535164122151643	3.758249768766976e-10
miR-200c	1.4679300516879203	0.0005112650467147
miR-200b	1.6873685557893598	0.0013031370995581
miR-200b	1.8870460233838813	3.060267305381621e-05
miR-200b	2.411778609968304	1.3611795986827166e-08
miR-200b	2.134645371746134	8.77284896746894e-05
miR-200b	2.911889669467725	1.0748243341717558e-10
miR-200b	3.3178556946098925	7.339013465430883e-08
miR-200b	1.9674889970578315	0.0001917116576974
miR-429	2.431107523388163	0.000114673427762
miR-429	3.171173819895792	1.0431782370525031e-09
miR-365-1	1.56740370233733	7.183020351992182e-05
miR-365-2	1.56740370233733	7.183020351992182e-05
miR-199a-1-3p	1.3514308778361457	0.0004826239407959
miR-199a-2-3p	1.3514308778361457	0.0004826239407959
miR-199b-3p	1.3514308778361457	0.0004826239407959
miR-199a-1-3p	1.2629395439209936	8.704518976557049e-05
miR-199a-2-3p	1.2629395439209936	8.704518976557049e-05
miR-199b-3p	1.2629395439209936	8.704518976557049e-05
miR-199a-1-3p	1.3375369528035903	0.0120589877854268
miR-199a-2-3p	1.3375369528035903	0.0120589877854268
miR-199b-3p	1.3375369528035903	0.0120589877854268
miR-199a-1-3p	1.1315751954665705	0.0166955517343058
miR-199a-2-3p	1.1315751954665705	0.0166955517343058
miR-199b-3p	1.1315751954665705	0.0166955517343058
miR-140-3p	-0.8138803159921361	0.0286003308378316
miR-660	1.080143862403969	0.0088868735733565
miR-10b	-0.6644141724049878	0.0193079796341816
miR-10a	1.0175841715046263	0.0191218850317605
miR-10a	1.0327755358590132	0.0433803458430744
miR-21	2.415251333563192	0.0001237815092263
miR-21	2.6903351761473875	1.0614613562350454e-06
miR-21	2.695858862312145	2.362444905476699e-06
miR-29a	1.3079169598437388	0.001108641845524
miR-29a	1.059716079297696	0.0225882433165111
miR-29a	0.578022953358723	0.0485513730751497
miR-29b-1	1.7296267055762482	0.0002735531100351
miR-29b-2	1.7296267055762482	0.0002735531100351
miR-29b-1	1.931009551557363	2.439861100050317e-05
miR-29b-2	1.931009551557363	2.439861100050317e-05
miR-29b-1	1.5129905290694263	0.000880821154118
miR-29b-2	1.5129905290694263	0.000880821154118
miR-29b-1	1.4070751900777505	0.0004014731910592
miR-29b-2	1.4070751900777505	0.0004014731910592
miR-29c	1.735435692887385	5.584700177576244e-05
miR-29c	1.0406018151652556	0.0043499548292102
miR-15a	1.5996447938391227	0.0001599493240136
miR-15a	1.9569630429009164	0.0001301254626009
miR-15a	1.2130382069001415	0.0168612864685282
miR-15b	2.7963897820561727	7.79232268891671e-08
miR-15b	1.837493223311812	9.531716607662758e-05
miR-16-1	1.9872695963341065	3.010354402161199e-05
miR-16-2	1.9872695963341065	3.010354402161199e-05
miR-16-1	1.9839557986604568	0.0002360413095574
miR-16-2	1.9839557986604568	0.0002360413095574
miR-16-1	2.3475596513428094	1.3373352001468996e-07
miR-16-2	2.3475596513428094	1.3373352001468996e-07
miR-16-1	1.340843100854457	0.0039063705920391
miR-16-2	1.340843100854457	0.0039063705920391
miR-16-1	3.1513517897107857	5.615467767113361e-10
miR-16-2	3.1513517897107857	5.615467767113361e-10
miR-21	1.994166318551669	9.173043609023013e-08
miR-21	2.231153432801833	1.5176370847695764e-06
miR-21	3.5312861814902896	7.541996570169993e-13
miR-21	3.632041252797883	6.814971992504388e-14
miR-21	3.6471986992683134	2.6865023673320624e-11
miR-21	3.143418633789	4.959616537616321e-06
miR-21	5.542202564102025	1.4126710409680443e-14
miR-21	5.44357018982238	3.360741195261129e-12
miR-21	4.097589852194249	2.198111963598444e-09
miR-21	4.047244069057038	5.461009706523666e-08
miR-21	4.474999521070353	6.469706295179974e-08
miR-21	4.917906424962044	2.559025246674404e-09
miR-21	5.421126042883118	3.299795688574516e-18
miR-21	4.674928852520863	7.646940888342623e-07
miR-21	5.260767765945388	3.7586746472064044e-16
miR-21	3.8217549688274186	3.8419585664029216e-16
miR-21	3.669313288758392	3.0367727176431533e-13
miR-21	4.642410055615881	2.7582194786582162e-08
miR-21	4.690945740282863	2.327347616610427e-15
miR-21	4.481632482158303	1.3169501966200961e-09
miR-21	4.122666680250693	1.0623155630842197e-07
miR-21	3.2879577507635096	4.014324173032867e-12
miR-21	3.612224191122461	2.567481162120827e-12
miR-21	4.837227366158358	1.3306126252687293e-08
miR-21	4.041901101953632	9.96825174952584e-13
miR-21	4.8446069975310415	4.300262151466641e-12
miR-21	4.099978371368839	7.020193088319718e-09
miR-21	4.819385140789311	1.5866693318000478e-08
miR-21	2.6730020272420982	3.782144890648049e-06
miR-21	2.7176483747766813	2.892190251600704e-06
miR-21	3.419119286507035	1.7336419050629693e-12
miR-21	3.4005418021279707	8.015917295295445e-12
miR-21	4.681680290151663	1.5542038678827637e-12
miR-21	4.8436378501829855	1.5048546811565407e-11
miR-21	3.2307938498901474	3.5357349228100184e-18
miR-21	3.9257539360231983	3.675791787190587e-16
miR-21	3.841068329220664	2.440637399703692e-13
miR-21	4.522515093266596	3.512875835533388e-07
miR-21	3.446750485947833	1.1609564330042237e-19
miR-21	3.192422298130442	1.046064173291639e-09
miR-21	4.70663528955926	9.56506636614713e-16
miR-21	3.695045369743412	7.37652420879401e-10
miR-21	4.232905837175125	1.2471663133036177e-08
miR-21	4.255404243129092	4.863856053452175e-08
miR-21	3.051729805008499	4.573342489335486e-22
miR-21	3.447497063447468	2.212494914152681e-32
miR-21	3.345765641223641	4.58101209868861e-29
miR-21	3.813243779411652	2.0163722408960246e-20
miR-21	3.5333423400928807	1.692051140688497e-31
miR-21	3.5850789452566154	3.9888448332011885e-27
miR-21	4.586041349892957	1.5645894674620996e-21
miR-21	3.624088805732378	8.023321929660811e-20
miR-21	3.607374255606752	2.462394755237401e-24
miR-21	3.917145006751885	1.378673543786726e-13
miR-21	5.04140275800814	1.9011386646467066e-23
miR-21	6.939256697872048	4.928347200457038e-22
miR-21	7.600199656708212	4.970686093068425e-21
miR-21	3.76891913213596	4.409751654848092e-15
miR-21	3.2909481641950533	2.6884277068829567e-09
miR-21	4.283904453910288	4.515742365774393e-15
miR-21	4.414916449452796	1.2247614750783637e-08
miR-21	3.503070849567725	3.34251688887265e-09
miR-21	4.059817375299565	5.383862242772326e-13
miR-21	3.9398802830396815	9.152361501752348e-07
miR-21	3.51720134694958	6.98305472401563e-10
miR-21	3.576361123226608	1.8499307314833608e-07
miR-21	4.744246166771882	9.506167094414007e-17
miR-21	4.661900497468289	1.4933755137030746e-15
miR-21	4.178862555792373	8.16515890554111e-07
miR-21	4.050777167341748	3.913133084956187e-06
miR-21	5.026302953488099	4.1990439784382026e-11
miR-21	5.352554608313379	7.687712571640817e-19
miR-21	6.254675573594673	1.502412089421447e-18
miR-21	3.4765581224258275	2.9500984417783354e-14
miR-21	3.7150185145559473	5.587215154006792e-12
miR-21	4.656774180695077	2.1706775349418898e-07
miR-21	5.815936622114157	9.926201725267973e-16
miR-21	6.267514406313086	2.662553383466856e-15
miR-21	4.767136436667122	1.2743250668781712e-13
miR-21	4.196140244476281	3.9645810008840494e-10
miR-21	4.854764879204911	3.1639082809110034e-08
miR-21	6.355787828767477	4.591599821918722e-17
miR-21	6.214947442930471	1.2019547164820022e-14
miR-21	4.518361047526855	4.489395599488213e-16
miR-21	3.391155597319901	1.1424898576326824e-10
miR-21	6.33113911958699	2.7338506194810984e-14
miR-21	6.465822345094142	1.5405828543895817e-12
miR-21	6.192600126688243	1.959066846432986e-09
miR-21	6.8915276986737	3.6494256884950427e-17
miR-21	6.6010069873209725	7.513337644980773e-15
miR-21	4.000614536862235	6.003665405569267e-14
miR-21	4.169489561052128	3.698014445881209e-12
miR-21	3.1881306394488176	3.384217049901054e-06
miR-21	4.65101157035002	7.375857593289733e-16
miR-21	3.930193890287269	1.5053985839687495e-11
miR-196a-1	2.543349613069596	0.0005983336713043
miR-196a-2	2.543349613069596	0.0005983336713043
miR-196a-1	2.2573107170501108	0.0003742294248527
miR-196a-2	2.2573107170501108	0.0003742294248527
miR-196a-2	1.4145358589158332	0.0350736956237533
miR-21	1.164845531934798	0.0280668618328496
miR-21	2.047173613680855	0.0008813792551062
miR-21	3.7880914943711	8.321174692486082e-10
miR-21	3.01948153227797	2.517459641259483e-06
miR-183	3.36649768503768	1.0038025605646638e-11
miR-135b	3.7067872494774536	0.0002117820872047
miR-32	2.896194539429286	2.5224643538308857e-06
miR-32	2.617770058308982	0.0001191339797612
miR-92a-1	1.2520422857618605	0.0102707141880088
miR-92a-2	1.2520422857618605	0.0102707141880088
miR-92a-1	2.075036023103084	0.0003570539851883
miR-92a-2	2.075036023103084	0.0003570539851883
miR-92a-1	2.559550081853972	0.0001394555174812
miR-335-5p	-1.502095336732077	0.0011435851497058
miR-335-5p	-1.076308826423675	0.0356209392378512
miR-128-1	1.5525335080178846	0.0004211041964282
miR-128-2	1.5525335080178846	0.0004211041964282
miR-148a	4.225679066193743	4.724203851763138e-06
miR-148a	1.0932439562929372	0.0349915910629994
miR-148a	1.0714090157207847	0.0185502679281984
miR-148a	1.4438448375847712	0.0006954090912442
miR-148a	1.322209787984611	0.002346424843744
miR-148a	1.7454271658739209	0.0024694496122191
miR-148a	0.8609598902516099	0.0245306976284116
miR-148a	2.026672657348472	0.0019088913913221
miR-148a	2.2421994181679747	0.0040948219813893
miR-148a	2.259698297322163	0.0004232272905401
miR-148a	3.039976263417757	2.7025800929417314e-05
miR-148b	1.5717217109094237	5.959684415825534e-05
miR-148b	0.6073912789503727	0.0466335653269011
miR-148b	0.9220144657686504	0.003466472476864
miR-152	-0.8911951133270274	0.0443176289665807
miR-361-3p	-0.9499175029011432	0.0323690608584814
miR-125b-1	-3.39482185877368	6.139660951666902e-12
miR-125b-2	-3.39482185877368	6.139660951666902e-12
miR-125b-1	-3.644525277991508	1.7528254483102284e-18
miR-125b-2	-3.644525277991508	1.7528254483102284e-18
miR-125b-1	-3.354959791596395	1.2770577106011025e-19
miR-125b-2	-3.354959791596395	1.2770577106011025e-19
miR-125b-1	-3.446382888073217	1.1146272165196384e-20
miR-125b-2	-3.446382888073217	1.1146272165196384e-20
miR-125b-1	-4.322927458631968	7.939054369592124e-24
miR-125b-2	-4.322927458631968	7.939054369592124e-24
miR-125b-1	-3.785577531676113	1.8534630724446303e-19
miR-125b-2	-3.785577531676113	1.8534630724446303e-19
miR-125b-1	-3.4948649299811514	1.0090155925869517e-18
miR-125b-2	-3.4948649299811514	1.0090155925869517e-18
miR-125b-1	-2.3311973888033903	0.000270703503747
miR-125b-2	-2.3311973888033903	0.000270703503747
miR-125b-1	-1.933474347488696	0.0015202138988783
miR-125b-2	-1.933474347488696	0.0015202138988783
miR-125a	-3.407616302132241	5.285507828523112e-14
miR-125a	-3.095549337578683	2.347836719016975e-15
miR-125a	-2.189716987484581	5.246086878237898e-09
miR-125a	-1.6036953423095266	2.691968948388091e-05
miR-125a	-1.9478413720726355	2.971994561398726e-06
miR-148a	2.627838578425962	0.0005750467377925
miR-205	-2.7535566577465773	3.722218812929551e-05
miR-205	-1.782461210964702	0.0064100406007542
miR-205	-2.8121012258913773	8.793244631490833e-07
miR-205	-1.941532274808435	0.0006452269447834
miR-205	-2.605006292381865	2.4909801572625606e-06
miR-205	-2.006780390390312	0.000297858770776
miR-151-5p	2.081824320934579	3.2529501941118075e-06
miR-21	1.9950557623527376	0.0004019578634464
miR-21	2.51890588693075	5.764942213380543e-05
miR-127-3p	-3.52427019599149	1.0649937079617296e-13
miR-126	-1.1077599823075583	0.0143101815438117
miR-126	-1.1832862933765165	0.0005329908464378
miR-126	-1.5311975509719056	3.045702933298466e-05
miR-126	-0.8231622311078056	0.0488838436079005
miR-342	1.4564756699523542	0.0022417918927888
miR-342	0.835300310684241	0.0296284937788249
miR-342	1.177876543520474	0.0035603386533799
miR-9-1	2.0952932011489422	0.0027421233512884
miR-9-2	2.0952932011489422	0.0027421233512884
miR-9-3	2.0952932011489422	0.0027421233512884
miR-203	4.101486228862758	1.5650635332196768e-08
miR-203	2.545795624162852	0.0001122424002974
miR-146b	-1.185148472593584	0.0184056460740032
miR-769	-0.9734545481172224	0.0346454377646208
miR-143	-1.6165672770650752	1.181852657766107e-06
miR-143	-2.862595350737227	1.7064325386006574e-13
miR-143	-2.158211853525452	1.15783111609043e-10
miR-143	-0.6929179402390448	0.0210243874047553
miR-143	-1.1045497626312066	0.0002720055525043
miR-143	-1.1055379199854731	0.001202735539447
miR-143	-1.381103296609445	6.453521637716521e-05
